ID,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,ApplicationDate,Monthlyincome,Monthlyloanpyament,Totaldebttoincomeratio
A9941,33893,Employed,60,4,305,3,0,0,13,3166,36920,5303,0,33,601,Bachelor,9783,Married,Own,23.3,1,Home,24,3563,34127,5,23.12,48.0,11.0,2021-03-20,2824.4166666666665,276.46228226121025,20.586986655458425
A9942,187836,Employed,120,0,229,2,0,0,20,476,220156,7478,1,61,628,Bachelor,19497,Married,Mortgage,388.0,2,Home,15,3462,136572,8,25.34,37.0,36.0,2021-03-21,15653.0,448.2250566771487,4.326487297496637
A9943,88632,Employed,84,0,503,4,0,0,24,190,18715,10264,1,64,697,Doctorate,28819,Divorced,Rent,56.2,0,Debt Consolidation,20,16014,28979,5,19.86,40.0,45.0,2021-03-22,7386.0,637.5332882485885,15.441826269274149
A9944,97746,Self-Employed,36,2,864,2,0,0,26,203,9852,21553,0,61,609,Associate,65622,Married,Mortgage,26.0,1,Auto,24,2450,31405,6,25.33,51.0,37.0,2021-03-23,8145.5,2620.586137606322,42.77927859071048
A9945,75896,Self-Employed,24,0,186,3,0,0,20,428,27292,322121,0,37,526,Bachelor,40987,Divorced,Rent,2.97,1,Home,16,4517,349413,4,24.23,47.0,14.0,2021-03-24,6324.666666666667,2171.7356162989254,37.27841703856211
A9946,75393,Unemployed,48,3,519,4,0,1,6,1411,125108,9933,0,18,553,Master,33748,Married,Rent,36.7,1,Other,23,1411,57363,6,29.67,61.0,0.0,2021-03-25,6282.75,1208.6615102186306,27.498492065077087
A9947,15000,Employed,48,4,175,3,0,0,4,1513,200305,4366,0,18,585,Bachelor,17728,Widowed,Other,2.8,2,Home,20,1724,38586,5,22.57,55.0,0.0,2021-03-26,1250.0,564.0400887487217,59.12320709989774
A9948,61203,Self-Employed,24,2,212,1,0,0,13,210,13660,8679,1,32,611,Master,19904,Single,Mortgage,5.61,1,Home,24,9210,11742,3,18.11,42.0,9.0,2021-03-27,5100.25,994.7475366375826,23.6605565734539
A9949,47915,Employed,24,0,667,1,0,0,21,1170,8444,13369,0,37,628,Bachelor,71561,Married,Mortgage,4.42,0,Education,22,20643,21813,7,18.6,57.0,13.0,2021-03-28,3992.9166666666665,3593.3991390508545,106.69892448838623
A9950,111521,Self-Employed,12,4,510,3,0,0,5,2547,29542,9969,0,55,664,Bachelor,39969,Married,Other,39.9,1,Auto,20,7779,13000,8,17.27,48.0,36.0,2021-03-29,9293.416666666666,3650.486058294028,44.76809990901116
A9951,24294,Employed,12,3,1565,2,0,0,12,335,69919,3615,0,50,548,High School,28033,Married,Rent,5.67,0,Education,21,1640,70901,11,23.97,53.0,26.0,2021-03-30,2024.5,2650.3821990994884,208.21843413679863
A9952,100764,Employed,60,0,299,0,0,0,10,991,25564,40850,1,42,630,Associate,13615,Married,Mortgage,20.3,4,Auto,24,4860,66414,1,17.63,38.0,20.0,2021-03-31,8397.0,342.9969496191615,7.645551382864852
A9953,19955,Employed,36,3,224,1,0,0,11,243,17538,33253,0,29,503,Bachelor,10364,Married,Other,4.58,2,Home,25,1270,50791,4,21.8,59.0,4.0,2021-04-01,1662.9166666666667,394.73433938421414,37.20777786324515
A9954,40643,Employed,12,0,322,2,0,0,25,1847,25499,9079,0,28,632,Associate,14662,Married,Mortgage,2.92,0,Auto,25,2210,20032,5,14.43,51.0,9.0,2021-04-02,3386.9166666666665,1319.4270119501043,48.463755489017174
A9955,18968,Employed,36,2,693,5,0,0,9,2154,46830,84568,0,43,626,Associate,22558,Single,Mortgage,2.77,2,Home,20,8415,131398,5,18.61,51.0,16.0,2021-04-03,1580.6666666666667,822.4452116058756,95.87380081859186
A9956,35962,Employed,96,2,499,6,0,0,4,2567,31999,22758,0,48,510,Doctorate,13687,Married,Rent,4.46,2,Other,17,4820,54757,9,27.69,55.0,27.0,2021-04-04,2996.8333333333335,355.6270041795564,28.517668789707685
A9957,52455,Employed,96,5,482,1,0,0,6,536,8245,456375,0,44,597,Bachelor,21014,Married,Other,27.0,1,Home,23,10315,464620,7,28.02,48.0,19.0,2021-04-05,4371.25,550.7425244685317,23.62579409707822
A9958,72843,Employed,36,0,394,1,0,0,1,1173,10309,1569,0,27,455,High School,18834,Married,Mortgage,3.84,1,Home,29,5075,11878,10,24.31,58.0,5.0,2021-04-06,6070.25,741.980579295135,18.71390106330275
A9959,51496,Employed,60,2,889,2,0,0,4,778,28312,387210,0,47,642,Associate,17433,Single,Mortgage,7.68,0,Other,26,1690,415522,6,22.91,51.0,26.0,2021-04-07,4291.333333333333,490.54346745618295,32.14719902414595
A9960,25569,Employed,48,3,416,1,0,0,9,1713,3095,36748,0,45,643,Bachelor,35832,Single,Mortgage,504.0,1,Education,31,6578,39843,6,24.41,53.0,22.0,2021-04-08,2130.75,1176.3255684210658,74.73075529372595
A9961,15000,Employed,36,2,536,2,0,0,16,751,29017,7100,0,27,603,Doctorate,22593,Married,Mortgage,16.7,1,Debt Consolidation,22,1168,29769,2,22.1,50.0,2.0,2021-04-09,1250.0,864.0061516959333,112.00049213567468
A9962,71906,Unemployed,60,0,421,0,0,0,1,2848,12438,2245,0,30,546,Bachelor,33411,Married,Rent,37.5,2,Education,28,1689,14683,4,29.61,63.0,11.0,2021-04-10,5992.166666666667,1072.9693591369164,24.93203948160515
A9963,38723,Employed,48,3,817,3,0,0,11,220,39899,4047,0,48,559,Bachelor,28364,Single,Rent,4.0,0,Education,25,4851,38328,9,25.36,58.0,24.0,2021-04-11,3226.9166666666665,946.172890440904,54.63955449033094
A9964,33926,Employed,48,1,363,2,0,0,24,2630,61779,10182,0,37,561,Associate,16792,Married,Rent,5.53,0,Education,27,10991,23402,6,22.72,56.0,15.0,2021-04-12,2827.1666666666665,535.6355573346132,31.785729788408176
A9965,124902,Employed,48,1,229,2,0,0,17,498,10716,283337,1,59,583,Master,16846,Divorced,Other,7.34,1,Home,19,3789,294053,0,26.44,35.0,35.0,2021-04-13,10408.5,572.1798170174031,7.6973609743709765
A9966,52030,Self-Employed,84,0,494,2,0,0,29,1130,11155,118097,0,46,628,Bachelor,37136,Married,Rent,1.28,1,Home,18,16891,129252,9,22.37,47.0,23.0,2021-04-14,4335.833333333333,878.4497368160103,31.653655279246827
A9967,42396,Employed,36,2,258,3,0,1,22,1214,142121,6322,0,34,571,Associate,40191,Single,Rent,2.76,1,Auto,27,7738,92854,3,20.94,57.0,13.0,2021-04-15,3533.0,1512.9607782112419,50.126260351294704
A9968,48010,Employed,72,2,356,6,0,0,12,602,5963,19074,0,39,536,Associate,35139,Married,Other,9.17,1,Debt Consolidation,26,2182,25037,8,29.4,58.0,19.0,2021-04-16,4000.8333333333335,1043.5731183438647,34.98204003358962
A9969,122377,Employed,48,2,332,3,0,1,1,1507,22442,3504,0,40,616,High School,31705,Single,Other,19.7,0,Auto,31,24439,25946,7,23.31,56.0,16.0,2021-04-17,10198.083333333334,1021.5843928708864,13.272929320420205
A9970,75630,Employed,36,0,361,4,0,0,18,1386,8329,39651,1,31,602,Doctorate,18821,Married,Rent,1.28,0,Home,23,2440,47980,5,21.56,40.0,7.0,2021-04-18,6302.5,714.505461044471,17.06474353105071
A9971,15000,Self-Employed,24,0,303,3,0,0,22,900,8852,24427,0,29,582,Bachelor,19814,Single,Rent,6.9,0,Home,37,1998,33279,0,16.71,63.0,5.0,2021-04-19,1250.0,976.890293816654,102.3912235053323
A9972,32622,Employed,36,1,188,3,0,0,2,892,46439,10251,0,48,637,Associate,14557,Married,Mortgage,17.6,0,Debt Consolidation,25,514,17269,2,16.82,51.0,25.0,2021-04-20,2718.5,517.693630320865,25.95893435059279
A9973,45604,Employed,36,4,320,2,0,0,3,817,7199,167904,0,50,655,High School,57074,Single,Rent,46.0,3,Auto,17,827,175103,6,19.66,49.0,26.0,2021-04-21,3800.3333333333335,2111.1998495497123,63.97333171343862
A9974,85092,Unemployed,36,3,334,3,0,0,28,1068,175125,9663,1,47,526,High School,29675,Single,Rent,29.3,1,Auto,21,5437,30562,7,22.89,46.0,22.0,2021-04-22,7091.0,1147.0103436834477,20.88577554200321
A9975,21820,Employed,36,2,336,4,0,1,12,66,29892,4004,0,58,609,Associate,38990,Married,Own,2.53,0,Auto,23,631,33896,6,25.73,55.0,39.0,2021-04-23,1818.3333333333333,1565.3288243906134,104.56437164384675
A9976,49458,Self-Employed,84,1,369,1,0,0,15,895,16071,5094,0,33,556,Associate,23534,Married,Rent,3.22,0,Other,30,935,21165,8,24.56,57.0,15.0,2021-04-24,4121.5,589.0794640628727,23.24589261343862
A9977,48399,Employed,60,0,444,3,0,0,23,581,164356,1641,0,60,615,Associate,9603,Widowed,Other,19.4,0,Home,27,730,71622,4,22.59,47.0,34.0,2021-04-25,4033.25,268.4558010057607,17.664558383580506
A9978,102806,Employed,120,2,116,4,0,0,18,523,16828,191169,0,29,533,Master,12096,Single,Other,27.8,0,Other,23,680,207997,5,35.87,44.0,9.0,2021-04-26,8567.166666666666,372.4355019858192,5.701248977520603
A9979,32739,Self-Employed,24,0,355,1,0,0,21,507,50692,135564,1,27,584,Doctorate,8885,Married,Mortgage,15.5,0,Other,37,758,186256,3,21.17,40.0,7.0,2021-04-27,2728.25,457.30374834049553,29.773801826830223
A9980,38945,Employed,60,3,374,2,0,0,8,5712,5824,23633,0,18,570,Associate,18297,Married,Mortgage,34.2,0,Home,28,5708,29457,3,21.91,54.0,0.0,2021-04-28,3245.4166666666665,504.40740188825737,27.0660901852846
A9981,97371,Employed,84,0,443,3,0,0,12,1116,101978,4249,0,34,546,High School,26423,Single,Own,27.6,1,Home,23,704,48065,10,28.46,51.0,15.0,2021-04-29,8114.25,728.3457245912905,14.43566225580048
A9982,69893,Employed,24,1,409,1,0,0,24,564,26754,146065,1,33,606,Bachelor,30648,Married,Mortgage,30.6,3,Debt Consolidation,20,5785,172819,5,17.27,36.0,11.0,2021-04-30,5824.416666666667,1519.2856001114346,33.10693088197275
A9983,70908,Self-Employed,84,1,298,2,0,0,8,1172,14912,30782,1,46,629,Associate,16481,Divorced,Mortgage,3.08,1,Home,24,10509,45694,3,19.96,42.0,25.0,2021-05-01,5909.0,365.583526223893,11.230047829140176
A9984,35129,Employed,36,2,725,5,0,1,15,2244,2394,51000,0,42,563,High School,15418,Single,Mortgage,8.21,1,Home,20,3949,53394,5,25.06,54.0,20.0,2021-05-02,2927.4166666666665,613.5063650380882,45.72312442841259
A9985,42448,Employed,60,2,587,2,0,0,17,1341,20500,4493,0,25,544,High School,40725,Married,Own,42.7,1,Debt Consolidation,25,2860,18658,5,28.59,60.0,2.0,2021-05-03,3537.3333333333335,1282.5411393831344,52.85170955662837
A9986,45271,Employed,60,5,1109,3,0,0,12,626,25827,82670,0,35,616,High School,40099,Married,Own,14.9,0,Home,17,1979,108497,5,22.24,49.0,13.0,2021-05-04,3772.5833333333335,1112.9694400943042,58.89782262625445
A9987,70444,Employed,48,0,694,6,0,0,13,1635,18731,2050,0,35,400,High School,31216,Single,Own,25.0,0,Auto,23,725,20781,10,28.77,50.0,13.0,2021-05-05,5870.333333333333,1101.742112477153,30.59012172750814
A9988,62810,Employed,36,0,670,3,0,0,23,843,15964,55877,0,18,553,Master,8267,Divorced,Rent,11.0,0,Home,31,7732,71841,2,24.68,47.0,0.0,2021-05-06,5234.166666666667,327.2969590013551,19.053595777768287
A9989,30506,Unemployed,36,2,1036,8,0,0,22,688,4419,21417,0,28,584,Associate,34010,Married,Rent,26.7,0,Education,27,2419,25836,5,23.87,54.0,3.0,2021-05-07,2542.1666666666665,1331.9889929295555,93.14845576330777
A9990,103853,Employed,36,1,495,4,0,0,13,523,10957,78376,1,30,571,High School,37137,Married,Mortgage,33.9,1,Debt Consolidation,16,41329,89333,7,19.62,44.0,4.0,2021-05-08,8654.416666666666,1372.9640420922724,21.583939322992375
A9991,99168,Employed,48,5,219,3,0,0,6,1902,70638,10078,0,57,610,High School,12686,Divorced,Mortgage,11.5,2,Auto,27,2132,40579,4,24.32,51.0,35.0,2021-05-09,8264.0,415.83433037955956,7.6819255854254545
A9992,28029,Employed,60,0,471,0,0,0,7,811,8470,175039,0,42,604,Associate,28381,Divorced,Rent,347.0,0,Home,26,2920,183509,3,23.76,46.0,16.0,2021-05-10,2335.75,812.5148136183194,54.95086433129912
A9993,38414,Employed,24,4,280,1,0,0,9,709,44005,234016,1,47,641,Bachelor,12922,Married,Rent,21.0,1,Other,19,629,278021,4,16.1,37.0,23.0,2021-05-11,3201.1666666666665,633.3189129299033,28.530814169726767
A9994,39173,Employed,24,3,257,2,0,0,25,2748,17830,10564,0,22,611,Bachelor,13795,Single,Mortgage,7.32,2,Home,24,1683,28394,6,19.48,56.0,2.0,2021-05-12,3264.4166666666665,698.6082305364915,29.273476033078648
A9995,80380,Employed,84,0,220,1,0,0,3,152,7245,242565,0,54,613,Associate,55615,Married,Rent,36.1,1,Education,18,814,249810,1,24.64,45.0,34.0,2021-05-13,6698.333333333333,1394.930957041861,24.109444494280083
A9996,45309,Employed,60,5,656,3,0,1,7,1151,25943,354862,0,55,684,Doctorate,40021,Married,Mortgage,26.8,1,Debt Consolidation,29,525,380805,2,20.03,46.0,34.0,2021-05-14,3775.75,1060.9798798057554,45.47387617839516
A9997,26164,Self-Employed,24,0,269,3,0,0,14,2146,41283,77147,0,18,564,Bachelor,40761,Widowed,Mortgage,40.3,2,Debt Consolidation,27,2990,118430,8,25.12,54.0,0.0,2021-05-15,2180.3333333333335,2177.9314611218106,112.22740228352593
A9998,79699,Employed,60,2,344,3,0,0,18,286,37541,37926,1,31,559,Master,17322,Married,Mortgage,19.0,2,Home,25,14863,75467,6,26.21,40.0,10.0,2021-05-16,6641.583333333333,520.784513345599,13.020758303300152
A9999,65378,Employed,60,0,481,3,1,1,4,896,15816,91425,0,45,605,Associate,18955,Single,Mortgage,3.74,1,Debt Consolidation,32,2949,107241,2,24.5,74.0,26.0,2021-05-17,5448.166666666667,550.8117597525863,18.93869668241769
B001,15000,Employed,24,1,454,1,0,0,23,1168,14706,23169,0,47,537,Associate,34370,Single,Mortgage,13.2,2,Home,33,2221,37875,5,26.17,51.0,25.0,2021-05-18,1250.0,1854.617065212894,184.6893652170315
B002,84537,Employed,24,0,354,3,0,0,7,605,10036,156750,1,31,428,Bachelor,20611,Single,Rent,20.4,1,Auto,21,5619,166786,5,25.07,38.0,12.0,2021-05-19,7044.75,1100.7644272689304,20.65033432370106
B003,21208,Unemployed,72,3,322,5,0,0,2,1673,144653,1323,0,36,513,Associate,18209,Married,Other,40.2,2,Debt Consolidation,25,12395,31107,6,26.93,60.0,16.0,2021-05-20,1767.3333333333333,512.2819259288493,47.20569177266217
B004,28894,Employed,36,0,799,5,0,0,6,2069,43334,1648,0,32,515,High School,31147,Divorced,Rent,9.48,2,Debt Consolidation,16,1919,31590,4,23.14,53.0,11.0,2021-05-21,2407.8333333333335,1207.9656237402744,83.35151756379626
B005,46238,Employed,96,0,257,7,0,1,22,279,9316,57633,0,41,613,Doctorate,33257,Married,Mortgage,24.1,1,Auto,31,6494,66949,5,26.48,56.0,18.0,2021-05-22,3853.1666666666665,836.821330171023,28.387594537074
B006,45662,Employed,72,1,649,5,0,0,19,631,49567,108929,0,54,628,Master,11410,Single,Rent,44.2,0,Auto,12,18391,158496,2,20.81,45.0,29.0,2021-05-23,3805.1666666666665,278.68531539946287,24.379623723870075
B007,30191,Employed,72,1,478,4,0,0,26,1667,50791,6647,0,30,585,High School,13779,Married,Rent,19.2,1,Home,32,1154,38644,7,24.32,51.0,6.0,2021-05-24,2515.9166666666665,365.43873254707614,33.52411245260148
B008,32399,Employed,36,4,488,3,1,0,29,2709,9219,15766,0,52,632,Master,29591,Married,Mortgage,4.39,0,Education,19,6781,24985,8,23.18,61.0,32.0,2021-05-25,2699.9166666666665,1148.2373472551772,60.60325370246652
B009,57130,Employed,108,4,573,6,0,0,23,1293,12738,75648,0,30,601,Bachelor,13502,Married,Rent,5.41,1,Auto,18,11724,88386,4,27.7,54.0,8.0,2021-05-26,4760.833333333333,340.638219845721,19.19072052887914
B010,15818,Employed,60,2,379,2,0,0,25,2081,7330,4586,0,29,593,High School,16538,Widowed,Rent,21.9,2,Home,26,9835,11916,2,24.72,60.0,6.0,2021-05-27,1318.1666666666667,482.7011644128792,65.37118455528228
B011,36007,Employed,36,2,463,4,0,1,13,675,10486,38796,0,49,631,Associate,29751,Married,Mortgage,3.33,0,Home,23,1269,49282,0,20.54,62.0,27.0,2021-05-28,3000.5833333333335,1113.8565829859656,52.5516677196978
B012,73998,Employed,72,3,250,2,0,0,10,276,56832,622068,1,51,600,High School,20486,Married,Rent,2.26,0,Auto,25,4865,678900,2,24.99,32.0,29.0,2021-05-29,6166.5,551.7093110632918,13.0010429102942
B013,59027,Employed,60,0,334,1,0,0,22,8669,13749,18801,0,50,607,High School,44772,Divorced,Rent,24.2,0,Home,28,5086,32550,1,19.91,49.0,31.0,2021-05-30,4918.916666666667,1183.9432113560297,30.859299195744924
B014,30657,Employed,48,0,503,5,0,0,13,7111,108838,7743,0,24,567,High School,7106,Single,Rent,2.12,0,Home,26,9312,56024,3,22.59,57.0,4.0,2021-05-31,2554.75,226.16448566120857,28.541520135481303
B015,15000,Unemployed,60,2,791,1,0,0,29,1470,441411,8654,0,34,609,Associate,17903,Married,Mortgage,18.9,2,Debt Consolidation,30,2842,61347,5,22.47,51.0,12.0,2021-06-01,1250.0,499.2573972524565,103.22059178019651
B016,26392,Employed,96,2,468,3,0,0,27,2982,13742,305089,0,49,645,Associate,22709,Single,Mortgage,918.0,0,Auto,28,5541,318831,5,25.43,48.0,31.0,2021-06-02,2199.3333333333335,555.4291955966248,46.53360998469042
B017,15000,Employed,96,2,358,4,0,0,16,973,23269,10572,0,40,583,High School,22047,Single,Rent,25.4,0,Auto,21,9226,15261,3,22.56,51.0,16.0,2021-06-03,1250.0,497.7508280211016,68.46006624168812
B018,49874,Unemployed,60,0,397,1,0,0,29,1649,13931,47426,0,27,565,Associate,12547,Single,Mortgage,22.9,1,Debt Consolidation,23,2713,61357,4,20.8,54.0,7.0,2021-06-04,4156.166666666667,338.02842978411144,17.685249142658172
B019,42111,Employed,36,2,258,0,0,0,13,829,456724,8481,0,45,615,Associate,13377,Married,Other,1.13,0,Home,21,680,72784,10,21.28,49.0,21.0,2021-06-05,3509.25,505.90453405339696,21.768313287836346
B020,30910,Employed,84,3,135,4,0,0,2,301,4720,21132,0,31,529,Associate,93690,Single,Rent,41.4,0,Home,21,2760,25852,6,38.17,56.0,7.0,2021-06-06,2575.8333333333335,3211.539422603381,129.92065050546933
B021,76107,Employed,36,1,703,2,0,0,5,2050,7417,362358,0,61,577,High School,54349,Single,Own,12.7,1,Education,28,532,369775,6,27.49,47.0,40.0,2021-06-07,6342.25,2233.1214398929687,46.29463423695012
B022,108990,Employed,120,1,468,2,0,0,26,523,4471,10569,0,58,624,Bachelor,22728,Widowed,Own,4.7,3,Home,22,1506,15040,9,30.73,49.0,33.0,2021-06-08,9082.5,611.4412663780789,11.884847414016836
B023,58032,Employed,84,5,295,6,0,0,4,364,14321,8693,0,47,627,High School,46337,Divorced,Rent,43.0,1,Education,26,5936,10052,5,25.58,49.0,23.0,2021-06-09,4836.0,1190.1032908763584,30.70933190397764
B024,47058,Employed,84,0,582,4,0,0,5,1068,5462,117778,0,56,570,Associate,8905,Married,Own,19.5,0,Home,18,6948,123240,11,23.24,51.0,34.0,2021-06-10,3921.5,215.47780794949597,20.336039983411855
B025,35675,Employed,72,2,266,1,0,0,6,1297,26742,106929,0,40,615,Master,10286,Divorced,Rent,877.0,1,Other,18,7036,133671,5,23.21,53.0,18.0,2021-06-11,2972.9166666666665,265.88626662204643,17.891058723096165
B026,33931,Employed,72,0,399,8,0,0,25,207,31080,16927,0,49,616,Associate,11376,Married,Mortgage,14.4,2,Education,15,4934,48007,8,22.58,49.0,24.0,2021-06-12,2827.5833333333335,289.764348546916,24.358763910768882
B027,61220,Employed,36,1,452,2,0,0,14,1256,6500,99138,1,57,552,Associate,24202,Married,Rent,5.05,2,Home,30,3629,105638,3,19.27,40.0,34.0,2021-06-13,5101.666666666667,890.4563130922082,26.31407343532587
B028,87228,Employed,36,4,328,5,0,0,21,5851,37168,456482,1,42,625,High School,23629,Single,Own,5.85,1,Home,30,3266,493650,4,20.64,32.0,17.0,2021-06-14,7269.0,885.8626137635498,16.69916926349635
B029,23041,Employed,12,2,628,3,0,1,6,3260,99449,1249,0,36,535,Bachelor,30115,Divorced,Mortgage,2.59,1,Debt Consolidation,14,1057,80254,3,21.84,68.0,18.0,2021-06-15,1920.0833333333333,2816.276286498525,179.381604261891
B030,23477,Employed,24,3,301,1,0,0,11,1670,11304,113434,0,19,570,Master,12897,Married,Own,1.62,2,Debt Consolidation,19,4810,124738,7,18.12,53.0,0.0,2021-06-16,1956.4166666666667,644.6191768811465,48.33424254621015
B031,45937,Employed,72,2,443,3,0,0,9,294,27520,3749,0,39,596,High School,40119,Married,Own,35.8,0,Home,22,660,31269,3,26.47,54.0,20.0,2021-06-17,3828.0833333333335,1117.160484080731,40.75565624435373
B032,15000,Employed,48,3,460,3,0,1,18,2823,3095,15376,0,49,577,Associate,41808,Married,Rent,3.68,0,Auto,31,14133,18471,6,24.43,62.0,27.0,2021-06-18,1250.0,1372.9751320836722,146.63801056669377
B033,63886,Employed,36,0,275,4,0,0,26,2133,26075,22876,1,51,594,Bachelor,11481,Married,Rent,31.3,0,Other,32,499,48951,6,19.18,41.0,27.0,2021-06-19,5323.833333333333,421.89335473355976,13.09006708324628
B034,88833,Employed,96,1,485,1,0,0,29,2580,35072,87202,1,46,514,High School,19727,Married,Mortgage,9.2,0,Education,18,915,122274,7,27.95,41.0,20.0,2021-06-20,7402.75,516.0674124407473,13.522912599246865
B035,247516,Employed,60,1,584,2,0,0,12,3796,35216,272665,1,33,658,Doctorate,23297,Single,Rent,4.89,2,Debt Consolidation,22,3026,307881,3,19.07,31.0,12.0,2021-06-21,20626.333333333332,605.234698300243,5.765613689459638
B036,39864,Employed,36,2,1299,4,0,0,28,3340,41198,6349,0,18,566,Associate,21571,Married,Mortgage,7.85,1,Auto,22,5583,47547,6,21.8,50.0,0.0,2021-06-22,3322.0,821.5760743783176,63.83431891566278
B037,80261,Employed,60,2,366,4,0,1,21,464,29998,5895,0,34,580,High School,16114,Married,Mortgage,16.5,0,Auto,23,10786,11250,1,23.32,54.0,12.0,2021-06-23,6688.416666666667,457.22874041057776,12.308275357803831
B038,39752,Employed,72,0,466,5,0,0,15,630,30644,9067,0,36,582,Associate,21279,Married,Rent,12.3,1,Other,22,6244,27364,6,21.86,54.0,15.0,2021-06-24,3312.6666666666665,532.8919989968027,30.15371299044484
B039,121934,Employed,60,0,534,2,0,0,22,516,28068,23978,1,36,531,Associate,35437,Married,Mortgage,42.5,0,Home,15,3953,52046,4,24.83,42.0,12.0,2021-06-25,10161.166666666666,1036.593986821531,15.456827334343474
B040,42015,Employed,60,2,426,1,0,0,7,1126,16332,18541,0,47,565,Associate,14551,Married,Rent,3.83,0,Auto,20,1766,34873,3,23.38,58.0,25.0,2021-06-26,3501.25,413.38261519470626,23.97379836329043
B041,83523,Employed,48,3,490,4,0,0,24,1385,23303,9201,0,63,650,Bachelor,34632,Widowed,Rent,15.6,2,Auto,17,2226,13603,4,18.57,44.0,40.0,2021-06-27,6960.25,1027.659126847025,21.804664011307423
B042,67957,Employed,60,2,1504,2,0,0,12,1705,15951,9222,1,41,578,Associate,7656,Single,Own,2.28,2,Education,18,23468,25173,2,21.35,41.0,17.0,2021-06-28,5663.083333333333,208.63071175876402,30.242018542762583
B043,62442,Employed,36,0,361,0,0,0,8,837,29956,33849,0,37,625,Associate,24518,Divorced,Mortgage,29.5,1,Home,26,3701,63805,5,22.27,51.0,15.0,2021-06-29,5203.5,939.781653900795,24.99820609014692
B044,28926,Employed,84,1,214,2,0,0,18,1939,18686,41319,0,36,586,Associate,41043,Married,Rent,5.13,2,Home,24,2918,60005,6,29.59,53.0,15.0,2021-06-30,2410.5,1162.247185111257,57.09384713176756
B045,26537,Employed,60,3,480,1,0,0,5,871,31105,40626,0,41,597,Bachelor,30803,Married,Mortgage,19.7,2,Education,23,3673,71731,6,20.39,59.0,19.0,2021-07-01,2211.4166666666665,822.7897845354206,58.9119999036253
B046,82949,Employed,72,4,889,3,0,0,12,1107,2802,40671,0,30,533,Associate,18410,Married,Own,13.9,1,Home,23,6245,43473,5,24.38,54.0,9.0,2021-07-02,6912.416666666667,488.932561967602,19.93416526252423
B047,55602,Unemployed,60,0,800,1,0,0,16,507,33421,92863,0,41,603,High School,19820,Single,Other,5.48,1,Education,13,1535,126284,3,22.9,51.0,18.0,2021-07-03,4633.5,557.5969893807093,29.29960050460147
B048,44725,Employed,36,2,590,2,0,0,18,1826,72412,67691,0,45,483,Associate,5531,Married,Mortgage,26.2,2,Auto,24,11811,140103,8,27.73,49.0,21.0,2021-07-04,3727.0833333333335,227.97596165169222,21.946811715640706
B049,74797,Employed,120,1,1000,7,0,0,18,126,119236,1343,0,42,531,High School,22314,Divorced,Mortgage,14.7,2,Debt Consolidation,24,2244,21342,2,33.68,51.0,22.0,2021-07-05,6233.083333333333,649.7316409389365,26.467344534228964
B050,104100,Employed,24,4,242,0,0,0,12,3442,19757,42547,1,45,535,Master,22610,Married,Mortgage,14.4,0,Home,24,2008,62304,4,22.62,38.0,26.0,2021-07-06,8675.0,1179.8991668782705,16.390768494274013
B051,63627,Self-Employed,48,1,284,4,0,0,20,355,10229,2408,1,45,561,Associate,14385,Single,Rent,1.46,1,Debt Consolidation,35,2054,12637,6,18.31,41.0,22.0,2021-07-07,5302.25,424.8931401536971,13.369666465249605
B052,50153,Employed,60,2,268,3,0,1,12,613,2807,18109,0,18,546,High School,29625,Married,Mortgage,3.23,2,Auto,15,13945,20916,4,26.77,56.0,0.0,2021-07-08,4179.416666666667,900.5409954469905,27.95942804092255
B053,37444,Employed,36,0,582,5,0,0,16,867,22699,98645,1,47,656,Doctorate,15792,Single,Mortgage,49.2,1,Home,22,15253,121344,3,14.56,41.0,24.0,2021-07-09,3120.3333333333335,544.0382947712887,36.08711552519887
B054,44518,Employed,60,1,429,2,0,0,3,530,17526,149704,0,31,427,High School,79839,Married,Mortgage,2.6,0,Debt Consolidation,19,4144,167230,3,35.76,50.0,8.0,2021-07-10,3709.8333333333335,2872.469295234014,88.99238856823794
B055,16615,Employed,48,2,341,4,0,0,8,819,15796,66953,0,26,583,Bachelor,15690,Married,Mortgage,1.6,0,Debt Consolidation,21,2702,82749,4,22.5,54.0,8.0,2021-07-11,1384.5833333333333,498.5991867307864,60.639122725064325
B056,57518,Employed,72,2,545,2,0,0,29,629,3907,69576,0,26,432,Bachelor,20459,Married,Rent,20.6,2,Home,25,23760,73483,2,32.28,50.0,2.0,2021-07-12,4793.166666666667,645.8727196361903,24.845218254519075
B057,54448,Employed,72,3,318,8,0,0,9,185,30177,3378,0,45,475,Associate,9605,Married,Rent,36.7,2,Home,22,2956,33555,5,28.95,53.0,25.0,2021-07-13,4537.333333333333,282.4882293275128,13.234386482387146
B058,29344,Employed,48,0,226,2,0,0,9,932,7521,48566,0,37,458,Associate,14285,Single,Rent,143.0,2,Auto,31,1200,56087,7,32.05,51.0,15.0,2021-07-14,2445.3333333333335,531.5165870839983,30.978050180643333
